,Unnamed: 0,site_id,year,day,hour,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,rel_hum,global_horiz_sol_rad
3921,65351,7,2016,13,9,28.5,,9,,1013.8,290,1,58.52,882
3922,65352,7,2016,13,10,28.4,,5.9,,1013.7,270,2.6,53.52,1041
3923,65353,7,2016,13,11,28.8,,3.5,,1013.5,330,3.1,48.52,1155
3924,65354,7,2016,13,12,28.8,,2.4,,1014,320,4.6,43.74,1214
3925,65355,7,2016,13,13,28.8,,4.9,,1014.2,330,4.1,38.88,1217
3926,65356,7,2016,13,14,27.8,,0.8,,1014.8,350,5.7,32.78,1161
3927,65357,7,2016,13,15,26.4,,1.3,,1015.4,350,3.1,32.68,1052
3928,65358,7,2016,13,16,23.7,,3,,1015.6,310,1,30.28,896
3929,65359,7,2016,13,17,21.3,,4,,1016.2,330,1,28.27,704
3930,65360,7,2016,13,18,18.2,,6.4,,1016.3,320,0.5,26.83,490
3931,65361,7,2016,13,19,17.6,,7.1,,1016.7,360,0,24.99,267
3932,65362,7,2016,13,20,15,,7.7,,1017.2,300,0.5,27.85,58
3933,65363,7,2016,13,21,15.8,,9.1,,1017.2,330,1.5,32.53,0
3934,65364,7,2016,13,22,13.1,,8.8,,1017.7,340,1,33.64,0
3935,65365,7,2016,13,23,13.4,,8.8,,1018.2,310,0.5,33.40,0
3936,65366,7,2016,14,0,12.5,,8.9,,1019,360,0,40.37,0
3937,65367,7,2016,14,1,11.9,,8.6,,1020,330,1,37.48,0
3938,65368,7,2016,14,2,16.4,,9.8,,1020.8,340,1,39.26,0
3939,65369,7,2016,14,3,19.2,,9.9,,1021,60,2.1,42.34,0
3940,65370,7,2016,14,4,21.4,,11.7,,1021.8,40,1.5,45.43,0
3941,65371,7,2016,14,5,23.6,,11.8,,1022.1,70,1,48.23,47
3942,65372,7,2016,14,6,26,,10.9,,1022.1,200,0.5,48.65,251
3943,65373,7,2016,14,7,28.4,,6.2,,1021.8,240,2.6,47.79,473
3944,65374,7,2016,14,8,29.6,,7.6,,1021.3,270,2.6,43.82,688
3945,65375,7,2016,14,9,30.4,,5.8,,1021,280,3.6,38.40,882
3946,65376,7,2016,14,10,30.8,,6.1,,1020.3,240,3.6,35.22,1041
3947,65377,7,2016,14,11,31.3,,5.6,,1019.8,270,2.6,30.87,1155
3948,65378,7,2016,14,12,31.8,,7,,1019.3,220,2.6,30.42,1214
3949,65379,7,2016,14,13,30.6,,8,,1018.9,200,4.6,27.82,1217
3950,65380,7,2016,14,14,29.2,,7.7,,1018.9,200,5.7,24.94,1162
3951,65381,7,2016,14,15,28,,7.6,,1019.3,200,7.2,24.66,1052
3952,65382,7,2016,14,16,26.3,,4.3,,1019.5,190,5.7,25.40,897
3953,65383,7,2016,14,17,24.6,,4.6,,1020.2,200,4.6,26.34,706
3954,65384,7,2016,14,18,23.2,,5.1,,1020.3,210,3.6,26.79,491
3955,65385,7,2016,14,19,22.8,,5.5,,1020.4,230,3.1,30.37,269
3956,65386,7,2016,14,20,21.3,,6.6,,1020.4,240,1.5,36.63,59
3957,65387,7,2016,14,21,20.3,,7.8,,1020.4,240,2.1,42.39,0
3958,65388,7,2016,14,22,17.2,,9,,1020.7,180,1,47.17,0
3959,65389,7,2016,14,23,16.3,,9.2,,1020.8,190,2.6,46.17,0
3960,65390,7,2016,15,0,17,,9.8,,1021,220,3.6,56.09,0
3961,65391,7,2016,15,1,18.4,,9.8,,1021.3,230,4.1,60.83,0
3962,65392,7,2016,15,2,19.8,,10.4,,1021.4,220,3.1,63.54,0
3963,65393,7,2016,15,3,21.6,,10.6,,1021.6,240,2.6,66.94,0
3964,65394,7,2016,15,4,22.7,,10.6,,1021.9,260,4.6,67.26,0
3965,65395,7,2016,15,5,25.1,,12.9,,1021.5,270,4.6,62.78,47
3966,65396,7,2016,15,6,27.5,,13.3,,1021.2,280,4.6,60.13,251
3967,65397,7,2016,15,7,28.5,,13.6,,1020.7,280,3.1,55.13,473
3968,65398,7,2016,15,8,30.6,,12.1,,1020.1,260,4.1,50.13,688
3969,65399,7,2016,15,9,31.5,,12.2,,1019.5,270,3.6,45.13,882
3970,65400,7,2016,15,10,32.7,,11.1,,1019.1,260,5.7,37.36,1041
3971,65401,7,2016,15,11,33.2,,11.6,,1018.4,260,4.1,35.58,1154
3972,65402,7,2016,15,12,32.9,,11.6,,1017.9,260,4.6,33.86,1214
3973,65403,7,2016,15,13,31.7,,11.5,,1017.8,190,8.2,32.59,1217
3974,65404,7,2016,15,14,30.7,,11.6,,1017.5,200,7.7,33.34,1162
3975,65405,7,2016,15,15,29,,10.5,,1017.7,200,5.7,33.87,1053
3976,65406,7,2016,15,16,27.1,,10.7,,1018,190,5.7,34.11,898
3977,65407,7,2016,15,17,26,,11.4,,1018.1,190,5.7,34.28,707
3978,65408,7,2016,15,18,24.6,,11.7,,1017.7,200,5.7,34.61,493
3979,65409,7,2016,15,19,24,,11.9,,1017.2,210,4.6,35.01,271
3980,65410,7,2016,15,20,23.4,,12.1,,1017.1,230,2.6,41.99,61
3981,65411,7,2016,15,21,22.3,,12.5,,1017,230,2.6,46.99,0
3982,65412,7,2016,15,22,20.4,,12.9,,1017,210,2.1,51.99,0
3983,65413,7,2016,15,23,19.2,,13.2,,1017,200,2.6,56.99,0
3984,65414,7,2016,16,0,18.6,,13.1,,1016.7,190,3.6,61.99,0
3985,65415,7,2016,16,1,18.2,,13.4,,1016.8,180,2.1,66.99,0
3986,65416,7,2016,16,2,20.2,,14,,1016.1,190,3.1,71.99,0
3987,65417,7,2016,16,3,23.1,,14.3,,1015.1,200,3.6,76.99,0
3988,65418,7,2016,16,4,25.8,,14.6,,1014.4,210,5.7,81.99,0
3989,65419,7,2016,16,5,26.6,,15,,1013.4,200,7.2,86.99,47
3990,65420,7,2016,16,6,28.3,,15.4,,1012.3,190,8.2,96.56,250
3991,65421,7,2016,16,7,29.7,,15.9,,1011.5,200,7.2,93.94,472
3992,65422,7,2016,16,8,30.8,,13.4,,1010.1,210,7.2,90.21,688
3993,65423,7,2016,16,9,31.8,,14.2,,1008.9,200,8.2,86.36,882
3994,65424,7,2016,16,10,31.1,,14.8,,1007.7,200,9.8,84.32,1041
3995,65425,7,2016,16,11,30.5,,15.6,,1006.3,190,11.3,85.97,1154
3996,65426,7,2016,16,12,31.7,,16.4,,1004.7,200,10.3,86.73,1214
3997,65427,7,2016,16,13,30.3,,16,,1004.2,210,8.7,84.81,1217
3998,65428,7,2016,16,14,29.2,,17.2,,1002.6,210,8.2,82.01,1162
3999,65429,7,2016,16,15,28,,18.9,,1003,240,6.7,80.94,1054
4000,65430,7,2016,16,16,26.6,,19.2,,1002.9,260,3.6,79.87,899
4001,65431,7,2016,16,17,23.7,,19.7,,1003.7,300,4.6,78.46,708
4002,65432,7,2016,16,18,24.9,,18.2,,1003,240,5.1,77.90,494
4003,65433,7,2016,16,19,23.2,,13,,1003.3,270,7.2,80.62,272
4004,65434,7,2016,16,20,21.1,,9.6,,1004.3,280,4.6,81.38,62
4005,65435,7,2016,16,21,19.9,,7.6,,1005.1,270,4.6,79.95,0
4006,65436,7,2016,16,22,17.8,,8.7,,1006.2,280,3.1,82.45,0
4007,65437,7,2016,16,23,16.7,,8.7,,1006.5,270,2.6,76.37,0
4008,65438,7,2016,17,0,15.9,,7.8,,1007.1,260,3.1,81.37,0
4009,65439,7,2016,17,1,15.8,,9.4,,1007.5,290,1.5,87.30,0
4010,65440,7,2016,17,2,16.8,,8.4,,1007.7,250,3.6,89.04,0
4011,65441,7,2016,17,3,17.9,,8.3,,1007.4,290,5.7,90.82,0
4012,65442,7,2016,17,4,18.2,,7,,1007.4,300,6.7,90.76,0
4013,65443,7,2016,17,5,19.3,,7.3,,1007.6,270,5.7,91.22,47
4014,65444,7,2016,17,6,19.4,,5.2,,1007.4,270,7.2,90.90,250
4015,65445,7,2016,17,7,20.4,,4.4,,1007.9,280,6.7,88.58,472
4016,65446,7,2016,17,8,20.8,,4.4,,1007.9,270,6.2,84.88,687
4017,65447,7,2016,17,9,22,,4.5,,1007.7,260,5.1,82.51,881
4018,65448,7,2016,17,10,21.5,,3.5,,1007.4,290,6.7,84.49,1040
4019,65449,7,2016,17,11,23.3,,4.1,,1007.2,290,5.7,84.90,1154
4020,65450,7,2016,17,12,23.4,,3,,1006.7,280,5.1,83.54,1214
4021,65451,7,2016,17,13,23.2,,3.8,,1006.4,300,5.1,80.00,1217
4022,65452,7,2016,17,14,22.4,,3.8,,1006.3,300,4.6,78.12,1163
4023,65453,7,2016,17,15,21.3,,4.3,,1006.1,300,2.6,75.13,1055
4024,65454,7,2016,17,16,19.7,,4.7,,1006.4,270,1,75.02,900
4025,65455,7,2016,17,17,17.8,,6.7,,1006.6,300,0.5,76.85,709
4026,65456,7,2016,17,18,16.7,,8.1,,1006.6,210,2.1,76.34,495
4027,65457,7,2016,17,19,15.6,,6.8,,1006.1,220,1.5,71.20,273
4028,65458,7,2016,17,20,16.9,,5.8,,1005.9,240,2.6,68.44,63
4029,65459,7,2016,17,21,16.9,,6.1,,1005.7,230,4.1,76.07,0
4030,65460,7,2016,17,22,15.9,,7.2,,1005.6,260,1.5,81.52,0
4031,65461,7,2016,17,23,15.7,,8.6,,1005.4,200,2.6,75.88,0
4032,65462,7,2016,18,0,14.8,,9.5,,1005.2,190,2.1,84.98,0
4033,65463,7,2016,18,1,14.7,,10.7,,1005.5,200,2.6,86.57,0
4034,65464,7,2016,18,2,15.2,,10.3,,1006,240,4.1,90.30,0
4035,65465,7,2016,18,3,16.4,,9.9,,1006.3,270,5.1,91.98,0
4036,65466,7,2016,18,4,16.6,,9.7,,1007,280,6.7,91.83,0
4037,65467,7,2016,18,5,17.1,,9.8,,1007.4,270,6.2,90.33,47
4038,65468,7,2016,18,6,17.4,,9,,1008.3,300,5.7,85.91,250
4039,65469,7,2016,18,7,17.7,,9.1,,1009.3,290,5.1,77.92,472
4040,65470,7,2016,18,8,18.3,,9.1,,1009.4,280,6.2,72.14,687
4041,65471,7,2016,18,9,20,,9,,1009.6,270,5.7,67.14,881
4042,65472,7,2016,18,10,20.5,,8.8,,1009.4,290,4.6,61.73,1040
4043,65473,7,2016,18,11,21,,8.1,,1009.7,300,6.7,64.08,1154
4044,65474,7,2016,18,12,21.5,,5.7,,1009.6,300,5.7,64.21,1214
4045,65475,7,2016,18,13,20.7,,6.1,,1009.3,310,3.6,57.84,1218
4046,65476,7,2016,18,14,21.7,,5.9,,1010,300,3.6,55.11,1163
4047,65477,7,2016,18,15,19.9,,6.4,,1010.3,300,3.1,49.10,1055
4048,65478,7,2016,18,16,19.3,,6.9,,1010.6,310,2.6,47.25,901
4049,65479,7,2016,18,17,18.8,,7.7,,1011.1,310,1.5,49.94,710
4050,65480,7,2016,18,18,17.9,,7.7,,1010.9,290,1.5,56.00,496
4051,65481,7,2016,18,19,16.2,,10.4,,1010.7,360,0,61.00,274
4052,65482,7,2016,18,20,14.7,,10.3,,1010.4,360,0,69.72,64
4053,65483,7,2016,18,21,12.7,,9.9,,1010.3,290,0.5,66.92,0
4054,65484,7,2016,18,22,12.6,,9.6,,1010.4,290,0.5,73.72,0
4055,65485,7,2016,18,23,13.3,,10,,1010.6,330,0.5,71.21,0
4056,65486,7,2016,19,0,12.1,,9.6,,1010.7,10,0.5,76.21,0
4057,65487,7,2016,19,1,11.7,,9.6,,1011,290,0.5,82.82,0
4058,65488,7,2016,19,2,15.7,,11.1,,1011.2,360,0,84.34,0
4059,65489,7,2016,19,3,17.3,,9.6,,1011.3,300,1.5,86.02,0
4060,65490,7,2016,19,4,18.7,,9,,1011.5,310,2.1,81.02,0
4061,65491,7,2016,19,5,19.9,,7.5,,1011.3,330,3.1,76.02,47
4062,65492,7,2016,19,6,20.1,,7.6,,1011.3,280,4.1,71.02,249
4063,65493,7,2016,19,7,21.6,,7.7,,1011.5,270,3.1,66.02,471
4064,65494,7,2016,19,8,22.7,,6.8,,1011.2,290,2.1,60.23,686
4065,65495,7,2016,19,9,23.4,,6.3,,1010.9,320,4.6,59.14,880
4066,65496,7,2016,19,10,23,,5.4,,1010.6,310,3.1,55.57,1039
4067,65497,7,2016,19,11,23.8,,5,,1010.8,320,4.1,51.53,1154
4068,65498,7,2016,19,12,24.5,,5.8,,1010.7,280,3.1,48.94,1214
4069,65499,7,2016,19,13,23.4,,5.3,,1010.7,300,2.6,48.54,1218
4070,65500,7,2016,19,14,23.6,,5.1,,1010.8,300,2.6,43.85,1164
4071,65501,7,2016,19,15,23.1,,5.5,,1011.1,290,3.1,42.96,1056
4072,65502,7,2016,19,16,20.1,,6.3,,1011.9,290,1.5,46.68,901
4073,65503,7,2016,19,17,18.4,,7.2,,1012.8,310,1,50.71,711
4074,65504,7,2016,19,18,17,,8.1,,1013.4,350,2.1,51.03,497
4075,65505,7,2016,19,19,15.7,,8,,1013.9,360,0,52.58,276
4076,65506,7,2016,19,20,13.4,,8.4,,1014.2,350,0.5,52.77,65
4077,65507,7,2016,19,21,12.9,,8.7,,1014.4,330,0.5,61.87,0
4078,65508,7,2016,19,22,11.8,,8.3,,1014.7,320,0.5,64.29,0
4079,65509,7,2016,19,23,10.7,,7.9,,1015.1,350,1,59.70,0
4080,65510,7,2016,20,0,11.3,,8.2,,1015.7,330,1,64.70,0
4081,65511,7,2016,20,1,12.4,,9,,1016.6,350,1.5,69.70,0
4082,65512,7,2016,20,2,15.7,,10.9,,1017.1,50,0.5,74.70,0
4083,65513,7,2016,20,3,17.5,,9.8,,1017.8,350,0.5,79.70,0
4084,65514,7,2016,20,4,20.3,,9,,1018.4,160,0.5,84.70,0
4085,65515,7,2016,20,5,21.5,,6.8,,1018.2,190,1,89.84,46
4086,65516,7,2016,20,6,23.3,,7.2,,1018.1,250,1.5,89.17,249
4087,65517,7,2016,20,7,24.2,,6.2,,1018.1,290,2.1,84.01,471
4088,65518,7,2016,20,8,24.8,,6.7,,1017.9,250,3.1,75.80,686
4089,65519,7,2016,20,9,25.8,,7.3,,1017.7,280,3.1,66.55,879
4090,65520,7,2016,20,10,26.2,,7.2,,1017.5,290,3.1,59.58,1039
4091,65521,7,2016,20,11,26.9,,7.5,,1017.3,330,2.1,53.83,1153
4092,65522,7,2016,20,12,27.3,,7.9,,1017,270,2.1,49.93,1214
4093,65523,7,2016,20,13,27.3,,7.6,,1016.9,300,3.1,44.56,1218
4094,65524,7,2016,20,14,27.2,,7.8,,1016.7,300,2.6,43.31,1164
4095,65525,7,2016,20,15,26.7,,8.9,,1016.7,360,0,44.54,1056
4096,65526,7,2016,20,16,23.9,,9.3,,1017.2,110,1.5,43.23,902
4097,65527,7,2016,20,17,22,,10.6,,1017.7,160,3.6,44.15,712
4098,65528,7,2016,20,18,20.1,,11.4,,1018.1,190,2.6,43.78,498
4099,65529,7,2016,20,19,19.9,,11.3,,1018.1,200,2.6,45.97,277
4100,65530,7,2016,20,20,18.3,,11,,1018.5,210,2.1,52.94,66
4101,65531,7,2016,20,21,17.3,,10.7,,1018.6,220,1.5,56.04,0
4102,65532,7,2016,20,22,16.4,,10.2,,1018.7,210,1,59.76,0
4103,65533,7,2016,20,23,14.5,,10,,1018.6,220,1.5,56.64,0
4104,65534,7,2016,21,0,13.8,,9.6,,1019,360,0,61.64,0
4105,65535,7,2016,21,1,14.8,,10.2,,1019.5,170,1,66.64,0
4106,65536,7,2016,21,2,18.3,,12.4,,1019.7,190,0.5,71.64,0
4107,65537,7,2016,21,3,20.9,,10.6,,1020,260,2.6,76.64,0
4108,65538,7,2016,21,4,22.4,,11,,1020.5,260,2.6,81.64,0
4109,65539,7,2016,21,5,24.7,,12.4,,1020.7,250,3.1,86.64,46
4110,65540,7,2016,21,6,26.4,,10.1,,1020.6,250,3.1,82.03,248
4111,65541,7,2016,21,7,27.2,,8.6,,1020.1,220,2.1,77.64,470
4112,65542,7,2016,21,8,29,,8.8,,1019.8,290,3.1,73.60,685
4113,65543,7,2016,21,9,29.1,,8.4,,1019.5,310,3.1,65.64,879
4114,65544,7,2016,21,10,29.8,,9.2,,1019.3,30,1,60.64,1038
4115,65545,7,2016,21,11,30.5,,8.9,,1018.3,240,2.1,51.36,1152
4116,65546,7,2016,21,12,29.4,,8.2,,1018.3,210,4.1,43.18,1214
4117,65547,7,2016,21,13,30.3,,9.5,,1018.1,200,3.1,37.43,1218
4118,65548,7,2016,21,14,29.4,,9.3,,1018.1,200,4.6,37.33,1164
4119,65549,7,2016,21,15,28,,9.7,,1018.1,200,4.1,36.76,1057
4120,65550,7,2016,21,16,26.2,,9.5,,1017.8,200,3.1,36.70,902
4121,65551,7,2016,21,17,24,,11.9,,1018,170,3.1,35.86,712
4122,65552,7,2016,21,18,23.3,,12,,1018.2,200,3.6,36.83,499
4123,65553,7,2016,21,19,22.1,,11.8,,1018.4,210,3.1,40.63,277
4124,65554,7,2016,21,20,20.4,,11.6,,1018.6,220,1,47.95,66
4125,65555,7,2016,21,21,18.5,,11.8,,1019.4,280,1,53.72,0
4126,65556,7,2016,21,22,17.7,,11.9,,1018.8,190,1.5,57.19,0
4127,65557,7,2016,21,23,18.1,,12.7,,1018.3,170,2.1,56.71,0
4128,65558,7,2016,22,0,16.8,,12.3,,1018.5,170,1.5,66.00,0
4129,65559,7,2016,22,1,17.1,,12.7,,1018.7,170,1,70.40,0
4130,65560,7,2016,22,2,17.6,,12.7,,1018.7,160,2.6,74.58,0
4131,65561,7,2016,22,3,20.3,,13.7,,1018.7,180,1.5,77.18,0
4132,65562,7,2016,22,4,23.7,,12,,1018.9,160,1.5,80.08,0
4133,65563,7,2016,22,5,25.3,,11,,1018.4,130,2.6,79.08,46
4134,65564,7,2016,22,6,27.8,,11.6,,1017.4,180,3.6,72.54,247
4135,65565,7,2016,22,7,28.8,,13.5,,1017.2,150,4.6,68.83,469
4136,65566,7,2016,22,8,30.9,,12.9,,1016.3,200,6.2,63.83,684
4137,65567,7,2016,22,9,32.1,,14.9,,1015.4,210,7.2,53.93,878
4138,65568,7,2016,22,10,31.4,,15.5,,1014.5,200,7.2,46.28,1038
4139,65569,7,2016,22,11,31.8,,15.4,,1014.1,210,9.3,43.99,1152
4140,65570,7,2016,22,12,30.4,,14.8,,1014,210,8.8,44.96,1214
4141,65571,7,2016,22,13,30.2,,14.9,,1013.4,200,8.2,40.92,1218
4142,65572,7,2016,22,14,29.9,,15.2,,1012.7,210,8.2,36.48,1164
4143,65573,7,2016,22,15,28.9,,15.2,,1012.7,190,5.7,38.69,1057
4144,65574,7,2016,22,16,27.7,,15.4,,1012.6,200,4.1,47.70,903
4145,65575,7,2016,22,17,27,,15.4,,1012.5,190,4.1,49.73,713
4146,65576,7,2016,22,18,26.9,,15.2,,1012,180,3.6,49.28,500
4147,65577,7,2016,22,19,26.2,,15.2,,1011.6,180,4.6,47.13,278
4148,65578,7,2016,22,20,24.6,,16.3,,1011.5,200,3.1,49.73,67
4149,65579,7,2016,22,21,22.6,,17.8,,1011.6,230,3.1,52.94,0
4150,65580,7,2016,22,22,21.2,,19.1,15,1011.4,190,2.1,57.94,0
4151,65581,7,2016,22,23,20.8,,19.1,31,1011,210,2.1,62.94,0
4152,65582,7,2016,23,0,20.7,,19.2,19,1010.7,190,3.1,67.94,0
4153,65583,7,2016,23,1,20.7,,19.5,50,1010.5,200,4.1,72.94,0
4154,65584,7,2016,23,2,21,,19.4,,1010.4,190,4.1,77.94,0
4155,65585,7,2016,23,3,21.4,,19.9,,1010.3,190,4.6,82.94,0
4156,65586,7,2016,23,4,22.3,,19.5,,1010.2,200,4.6,87.94,0
4157,65587,7,2016,23,5,22.1,,20.3,,1009.9,190,5.7,95.65,45
4158,65588,7,2016,23,6,22.4,,20.1,,1009.7,200,4.6,95.52,246
4159,65589,7,2016,23,7,23.8,,20.3,,1009.6,220,5.7,95.08,468
4160,65590,7,2016,23,8,25.8,,20.2,,1008.9,200,6.7,93.82,683
4161,65591,7,2016,23,9,27.4,,20.2,,1007.9,190,8.2,90.27,877
4162,65592,7,2016,23,10,28.3,,19.8,,1007.4,190,7.7,85.66,1037
4163,65593,7,2016,23,11,28.6,,20.8,,1007,180,7.7,83.78,1152
4164,65594,7,2016,23,12,28.5,,20.6,,1006.6,190,7.2,75.26,1213
4165,65595,7,2016,23,13,28.1,,19.6,,1006.6,210,5.7,73.48,1217
4166,65596,7,2016,23,14,28.1,,19.5,,1007,210,4.6,74.43,1164
4167,65597,7,2016,23,15,28.3,,12.5,,1007.7,260,6.2,74.16,1057
4168,65598,7,2016,23,16,26.2,,13.1,,1008.1,250,2.1,77.44,904
4169,65599,7,2016,23,17,25.1,,13.2,,1008.7,230,2.6,83.48,714
4170,65600,7,2016,23,18,25.3,,13.1,,1008.8,260,3.1,80.77,501
4171,65601,7,2016,23,19,24,,14.3,,1009,270,2.6,82.88,279
4172,65602,7,2016,23,20,23.6,,13.8,,1009.3,240,2.1,85.70,67
4173,65603,7,2016,23,21,22.5,,13.5,,1009.4,280,3.1,86.19,0
4174,65604,7,2016,23,22,21.8,,13.4,,1009.3,280,2.6,87.82,0
4175,65605,7,2016,23,23,21.1,,13.9,,1009.4,290,2.6,79.84,0
4176,65606,7,2016,24,0,20.6,,14.1,,1009.8,300,1.5,79.88,0
4177,65607,7,2016,24,1,20.4,,14.1,,1010.2,340,2.6,73.77,0
4178,65608,7,2016,24,2,20.4,,14.3,,1010.4,350,4.1,79.48,0
4179,65609,7,2016,24,3,20.1,,14.4,,1010.9,350,3.1,85.33,0
4180,65610,7,2016,24,4,21.7,,15.2,,1011.2,340,3.1,89.63,0
4181,65611,7,2016,24,5,21.5,,15.8,,1011.4,310,3.6,92.78,44
4182,65612,7,2016,24,6,22.2,,15.7,,1011.4,350,2.1,89.47,246
4183,65613,7,2016,24,7,24,,15.4,,1011.4,10,2.6,82.11,467
4184,65614,7,2016,24,8,24.6,,15.7,,1011.1,340,3.6,77.03,682
4185,65615,7,2016,24,9,23.6,,14.6,,1011.1,310,5.1,71.38,876
4186,65616,7,2016,24,10,24.3,,13.8,,1011,300,4.1,66.38,1036
4187,65617,7,2016,24,11,23.5,,13.5,,1010.6,320,4.1,61.38,1151
4188,65618,7,2016,24,12,24.1,,13.3,,1010.4,320,4.1,56.38,1213
4189,65619,7,2016,24,13,23.4,,13.2,,1010.2,330,5.1,51.38,1217
4190,65620,7,2016,24,14,21.8,,14.9,,1010.4,310,3.6,46.38,1164
4191,65621,7,2016,24,15,21.3,,14.7,,1010.9,300,3.1,41.60,1057
4192,65622,7,2016,24,16,20,,15.4,4,1011,310,3.6,43.69,904
4193,65623,7,2016,24,17,19.5,,15.5,18,1011.6,330,2.1,52.50,714
4194,65624,7,2016,24,18,19.1,,15,2,1011.2,330,3.6,58.83,501
4195,65625,7,2016,24,19,18.9,,14.3,,1010.6,330,4.6,65.95,280
4196,65626,7,2016,24,20,18.5,,14.2,,1010.9,330,4.1,72.70,68
4197,65627,7,2016,24,21,17.8,,14.1,,1010.9,340,4.1,77.68,0
4198,65628,7,2016,24,22,17.5,,13.7,,1010.8,360,4.1,82.67,0
4199,65629,7,2016,24,23,17.4,,13.5,,1010.8,340,3.6,76.88,0
4200,65630,7,2016,25,0,17,,13.2,,1010.9,330,3.1,83.56,0
4201,65631,7,2016,25,1,17.1,,13.2,,1011.2,340,3.1,83.94,0
4202,65632,7,2016,25,2,17.2,,13,,1011.3,340,3.1,86.37,0
4203,65633,7,2016,25,3,17.3,,12.9,,1011.5,330,3.1,86.99,0
4204,65634,7,2016,25,4,18.1,,13.3,,1011.6,310,2.6,89.79,0
4205,65635,7,2016,25,5,19,,13.3,,1011.9,280,3.1,87.65,44
4206,65636,7,2016,25,6,20.5,,14,,1012.2,280,3.1,80.88,244
4207,65637,7,2016,25,7,21.1,,14.3,,1011.8,280,3.6,75.88,466
4208,65638,7,2016,25,8,22.3,,13.8,,1011.2,300,3.6,70.88,681
4209,65639,7,2016,25,9,23.1,,12,,1011.2,320,4.1,65.88,876
4210,65640,7,2016,25,10,23.2,,11.9,,1011.4,300,3.1,60.88,1036
4211,65641,7,2016,25,11,23.6,,12.2,,1011.5,330,3.6,65.88,1151
4212,65642,7,2016,25,12,24.1,,12.2,,1011.2,330,4.1,69.28,1212
4213,65643,7,2016,25,13,24,,10.8,,1011.5,360,2.1,61.16,1217
4214,65644,7,2016,25,14,23.4,,12.4,,1011.6,280,1.5,66.16,1164
4215,65645,7,2016,25,15,23.3,,12.2,,1011.9,290,1.5,71.16,1058
4216,65646,7,2016,25,16,20.5,,13.3,,1012.3,120,2.1,76.16,904
4217,65647,7,2016,25,17,18.8,,13.7,,1012.6,150,0.5,81.16,715
4218,65648,7,2016,25,18,17.5,,14.3,,1012.7,160,0.5,88.14,502
4219,65649,7,2016,25,19,17.4,,13.9,,1012.6,170,1.5,88.48,280
4220,65650,7,2016,25,20,15.7,,13.4,,1012.6,140,0.5,88.98,69
4221,65651,7,2016,25,21,14.6,,13,,1012.9,260,1.5,89.06,0
4222,65652,7,2016,25,22,14,,12.6,,1012.8,270,0.5,90.17,0
4223,65653,7,2016,25,23,14,,12.2,,1012.9,220,1,84.77,0
4224,65654,7,2016,26,0,15.8,,13.3,,1013.2,270,4.6,93.77,0
4225,65655,7,2016,26,1,15.7,,11.8,,1013.4,270,3.1,94.40,0
4226,65656,7,2016,26,2,17,,11.4,,1013.6,270,3.6,94.08,0
4227,65657,7,2016,26,3,18.4,,12.6,,1013.8,260,3.1,93.49,0
4228,65658,7,2016,26,4,20.2,,11.1,,1014.1,270,3.6,92.34,0
4229,65659,7,2016,26,5,21.7,,10.3,,1014.4,270,4.6,84.83,43
4230,65660,7,2016,26,6,23.7,,10.8,,1014.3,270,3.6,79.20,243
4231,65661,7,2016,26,7,25.9,,8.8,,1014,240,3.6,74.20,465
4232,65662,7,2016,26,8,26.4,,6.8,,1013.3,270,3.6,69.20,680
4233,65663,7,2016,26,9,27.9,,7,,1012.7,300,3.6,64.20,874
4234,65664,7,2016,26,10,28.7,,7.1,,1012.3,330,4.1,59.20,1035
4235,65665,7,2016,26,11,28.8,,6.6,,1012,210,5.1,54.20,1150
4236,65666,7,2016,26,12,28.7,,7.4,,1011.8,210,5.1,49.20,1212
4237,65667,7,2016,26,13,28.1,,7.4,,1011.9,200,5.7,44.20,1217
4238,65668,7,2016,26,14,27.1,,7.6,,1012.2,200,6.7,39.20,1164
4239,65669,7,2016,26,15,25.8,,7.1,,1012.5,200,5.7,34.17,1058
4240,65670,7,2016,26,16,23.5,,7.9,,1012.8,190,5.7,41.88,904
4241,65671,7,2016,26,17,21.4,,7.6,,1013.1,190,5.1,41.45,715
4242,65672,7,2016,26,18,20.1,,7.4,,1013.4,190,4.6,45.68,502
4243,65673,7,2016,26,19,18.1,,8.1,,1013.4,200,2.6,53.04,281
4244,65674,7,2016,26,20,16.8,,8.7,,1013.3,230,1.5,58.04,69
4245,65675,7,2016,26,21,14.5,,8.7,,1012.9,190,1,63.04,0
4246,65676,7,2016,26,22,13.4,,9.1,,1012.6,190,3.1,68.04,0
4247,65677,7,2016,26,23,13.6,,9.2,,1012.8,190,3.6,73.04,0
4248,65678,7,2016,27,0,13.3,,9.3,,1012.9,180,1.5,78.04,0
4249,65679,7,2016,27,1,13.6,,9.9,,1012.9,360,0,83.04,0
4250,65680,7,2016,27,2,15.5,,10.7,,1012.9,120,0.5,91.63,0
4251,65681,7,2016,27,3,17.2,,11.6,,1012.5,100,0.5,92.22,0
4252,65682,7,2016,27,4,19.6,,12.4,,1012,100,1.5,93.06,0
4253,65683,7,2016,27,5,22.1,,12.8,,1011.2,100,2.1,94.68,42
4254,65684,7,2016,27,6,24.8,,11.4,,1010.5,120,3.1,93.16,242
